id,brand,conversation_id,customer_message,conversation_context,historical_response,intent,gold_escalation,gold_reason
conv_amzn_00208,AmazonHelp,conv_amzn_00208,@AmazonHelp My Keurig Coffee Maker arrived today but the packaging was crushed and the item is cracked in half! Do I have to send back broken glass?,Customer reaching out to @AmazonHelp regarding damaged or incorrect item.,We're very sorry your item arrived damaged! You do not need to ship back broken glass. Please visit Your Orders and select 'Return or replace items' to request a free replacement: https://amzn.to/your-orders. DM us if you need help: https://amzn.to/dm ^AB,damaged_or_incorrect_item,AUTO_HANDLE,Automated returns portal guidance for broken item replacement without hazardous return shipment.
conv_amzn_00209,AmazonHelp,conv_amzn_00209,@AmazonHelp I ordered a Keurig Coffee Maker ($375.00) and you sent me a box of cat litter! Order #113-1973637-2787306. This is a totally different item!,Customer reaching out to @AmazonHelp regarding damaged or incorrect item.,We sincerely apologize for this warehouse mix-up! Please DM us your order number so our fulfillment escalation team can investigate the inventory error and dispatch the correct item immediately: https://amzn.to/dm ^AB,damaged_or_incorrect_item,ESCALATE_TO_HUMAN,Severe inventory mispick requiring warehouse audit and expedited replacement.
conv_amzn_00210,AmazonHelp,conv_amzn_00210,@AmazonHelp I dropped off my return of Levi's Denim Jacket at Whole Foods Market customer desk on Tuesday. When should I expect the refund to appear on my credit card?,Customer reaching out to @AmazonHelp regarding return and refund status.,"Once the return is received, refunds typically take 3 to 5 business days to process back to your original payment method. You can track refund progress under Your Orders: https://amzn.to/refund-status ^AB",return_and_refund_status,AUTO_HANDLE,Standard banking processing timeline explanation.
conv_amzn_00211,AmazonHelp,conv_amzn_00211,@AmazonHelp Order #114-6847237-4925878 contains urgent medical supplies for my family that was guaranteed yesterday. Where is the courier right now?,Customer reaching out to @AmazonHelp regarding delivery delay and tracking.,"We sincerely apologize for this critical delay. Given the urgency of these supplies, please DM us immediately so a priority dispatcher can coordinate with the local logistics hub: https://amzn.to/dm ^RG",delivery_delay_and_tracking,ESCALATE_TO_HUMAN,Time-critical urgent medical delivery requiring priority dispatcher intervention.
conv_amzn_00212,AmazonHelp,conv_amzn_00212,@AmazonHelp I dropped off my return of Keurig Coffee Maker at Kohl's Drop-off on Monday. When should I expect the refund to appear on my credit card?,Customer reaching out to @AmazonHelp regarding return and refund status.,"Once the return is received, refunds typically take 3 to 5 business days to process back to your original payment method. You can track refund progress under Your Orders: https://amzn.to/refund-status ^AB",return_and_refund_status,AUTO_HANDLE,Standard banking processing timeline explanation.
conv_amzn_00213,AmazonHelp,conv_amzn_00213,"@AmazonHelp My Fitbit Charge 6 was promised for delivery by 8 PM today, but tracking shows it hasn't even left the facility. Order #113-1130898-9390079.",Customer reaching out to @AmazonHelp regarding delivery delay and tracking.,"We apologize for the delay! Carrier transit times can vary. You can view the most up-to-date tracking information here: https://amzn.to/track. If it doesn't arrive by tomorrow evening, please DM us with your order ID: https://amzn.to/dm ^TB",delivery_delay_and_tracking,AUTO_HANDLE,Standard transit buffer; directed customer to official live tracking.
conv_amzn_00214,AmazonHelp,conv_amzn_00214,@AmazonHelp I need an official tax invoice with VAT ID for my company purchase order #113-9287368-9195155.,Customer reaching out to @AmazonHelp regarding general product or policy inquiry.,You can download official tax invoices directly from Your Orders by clicking 'Invoice' on the order details page: https://amzn.to/your-orders ^JW,general_product_or_policy_inquiry,AUTO_HANDLE,Self-service business invoice download guidance.
conv_amzn_00215,AmazonHelp,conv_amzn_00215,@AmazonHelp It has been 36 hours since my package #114-2502140-3883146 was marked delivered. I checked with neighbors and my building management. It is not here.,Customer reaching out to @AmazonHelp regarding missing or stolen package.,"Thank you for thoroughly checking around your property. Since 36 hours have passed, please DM us your order ID so our team can file a missing package claim and issue a replacement or refund: https://amzn.to/dm ^MK",missing_or_stolen_package,ESCALATE_TO_HUMAN,Waiting window expired and parcel missing; requires human claims specialist.
conv_amzn_00216,AmazonHelp,conv_amzn_00216,"@AmazonHelp Driver marked package attempted because they couldn't access the building gate, but no one buzzed my apartment 860!",Customer reaching out to @AmazonHelp regarding delivery delay and tracking.,"We're sorry for the inconvenience! Drivers will automatically re-attempt delivery on the next business day. You can add permanent gate codes in Your Account > Addresses: https://amzn.to/delivery-instructions. If urgent, DM us: https://amzn.to/dm ^TB",delivery_delay_and_tracking,AUTO_HANDLE,Gate access issue; self-service delivery instruction update provided.
conv_amzn_00217,AmazonHelp,conv_amzn_00217,"@AmazonHelp It has been 18 days since your return center acknowledged receipt of my #113-1866457-9907888, but my refund of $24.99 is still not issued. Where is my money?",Customer reaching out to @AmazonHelp regarding return and refund status.,We apologize for the delay. Eighteen days exceeds our normal processing timeline. Please send us a DM with your order number so a billing specialist can review the return status and manually release your refund: https://amzn.to/dm ^KL,return_and_refund_status,ESCALATE_TO_HUMAN,Refund overdue beyond standard SLA (>14 days); requires manual finance clearance.
conv_amzn_00218,AmazonHelp,conv_amzn_00218,@AmazonHelp I ordered a Dyson V8 Vacuum ($231.99) and you sent me a box of dog food! Order #113-3308725-1507457. This is a totally different item!,Customer reaching out to @AmazonHelp regarding damaged or incorrect item.,We sincerely apologize for this warehouse mix-up! Please DM us your order number so our fulfillment escalation team can investigate the inventory error and dispatch the correct item immediately: https://amzn.to/dm ^KL,damaged_or_incorrect_item,ESCALATE_TO_HUMAN,Severe inventory mispick requiring warehouse audit and expedited replacement.
conv_amzn_00219,AmazonHelp,conv_amzn_00219,@AmazonHelp It has been 36 hours since my package #114-6520473-6224184 was marked delivered. I checked with neighbors and my building management. It is not here.,Customer reaching out to @AmazonHelp regarding missing or stolen package.,"Thank you for thoroughly checking around your property. Since 36 hours have passed, please DM us your order ID so our team can file a missing package claim and issue a replacement or refund: https://amzn.to/dm ^DL",missing_or_stolen_package,ESCALATE_TO_HUMAN,Waiting window expired and parcel missing; requires human claims specialist.
conv_amzn_00220,AmazonHelp,conv_amzn_00220,@AmazonHelp It has been 36 hours since my package #112-7734818-3561634 was marked delivered. I checked with neighbors and my building management. It is not here.,Customer reaching out to @AmazonHelp regarding missing or stolen package.,"Thank you for thoroughly checking around your property. Since 36 hours have passed, please DM us your order ID so our team can file a missing package claim and issue a replacement or refund: https://amzn.to/dm ^AB",missing_or_stolen_package,ESCALATE_TO_HUMAN,Waiting window expired and parcel missing; requires human claims specialist.
conv_amzn_00221,AmazonHelp,conv_amzn_00221,"@AmazonHelp Tracking says 'In Transit' since Thursday, but there have been no new updates for 4 days. Is my order #113-8468246-8560374 lost?",Customer reaching out to @AmazonHelp regarding delivery delay and tracking.,We understand your concern regarding the lack of tracking movement. Please send us a direct message with your order number and email address so we can initiate an investigation with the carrier: https://amzn.to/dm ^TB,delivery_delay_and_tracking,ESCALATE_TO_HUMAN,Carrier stall exceeding 48h SLA; requires human carrier tracing.
conv_amzn_00222,AmazonHelp,conv_amzn_00222,@AmazonHelp Order #114-5192345-2340244 contains urgent medical supplies for my family that was guaranteed yesterday. Where is the courier right now?,Customer reaching out to @AmazonHelp regarding delivery delay and tracking.,"We sincerely apologize for this critical delay. Given the urgency of these supplies, please DM us immediately so a priority dispatcher can coordinate with the local logistics hub: https://amzn.to/dm ^JW",delivery_delay_and_tracking,ESCALATE_TO_HUMAN,Time-critical urgent medical delivery requiring priority dispatcher intervention.
conv_amzn_00223,AmazonHelp,conv_amzn_00223,"@AmazonHelp I was just charged $527.99 for Amazon Prime annual renewal today, but I forgot to cancel. Can I get a refund if I haven't used it?",Customer reaching out to @AmazonHelp regarding prime membership and billing.,"Yes! If you haven't used any Prime benefits since the renewal charge, you will automatically receive a full refund when you cancel at: https://amzn.to/manage-prime ^RG",prime_membership_and_billing,AUTO_HANDLE,Prorated/unused Prime auto-refund policy self-service guidance.
conv_amzn_00224,AmazonHelp,conv_amzn_00224,@AmazonHelp My Samsung 55-inch OLED TV arrived today but the packaging was crushed and the item is cracked in half! Do I have to send back broken glass?,Customer reaching out to @AmazonHelp regarding damaged or incorrect item.,We're very sorry your item arrived damaged! You do not need to ship back broken glass. Please visit Your Orders and select 'Return or replace items' to request a free replacement: https://amzn.to/your-orders. DM us if you need help: https://amzn.to/dm ^SJ,damaged_or_incorrect_item,AUTO_HANDLE,Automated returns portal guidance for broken item replacement without hazardous return shipment.
conv_amzn_00225,AmazonHelp,conv_amzn_00225,"@AmazonHelp The Amazon app sent a notification saying my Logitech Wireless Mouse was delivered to my front porch 45 minutes ago, but the porch is empty!",Customer reaching out to @AmazonHelp regarding missing or stolen package.,"Carriers sometimes scan packages just prior to walking up to the door. Please allow until the end of the day, and check with household members or side porches: https://amzn.to/find-missing. If still not found tomorrow, reach back out! ^DL",missing_or_stolen_package,AUTO_HANDLE,Scan occurred within past hour; standard buffer and safe spot search recommended.
